,tconst,ordering,nconst,category,job,characters
2652751,tt0369436,8,nm0524190,writer,screenplay,\N
2652752,tt0369436,9,nm0601859,writer,screenplay,\N
2675403,tt0373074,5,nm0874683,writer,written by,\N
2675404,tt0373074,6,nm0403230,writer,written by,\N
2675405,tt0373074,7,nm0151013,writer,written by,\N
2707035,tt0377818,6,nm0907296,writer,based on characters created by,\N
2707036,tt0377818,7,nm1016088,writer,screenplay by,\N
2707037,tt0377818,8,nm1627554,writer,story by,\N
3067509,tt0431308,6,nm0737216,writer,screenplay,\N
3067510,tt0431308,7,nm1754499,writer,novel,\N
3237651,tt0456149,6,nm1146102,writer,\N,\N
3246650,tt0457433,6,nm0464548,writer,screenplay,\N
3246651,tt0457433,7,nm0092578,writer,story,\N
3281364,tt0462482,6,nm0455590,writer,written by,\N
3385102,tt0478087,6,nm13204541,writer,screenplay,\N
3385103,tt0478087,7,nm1615610,writer,screenplay,\N
3385104,tt0478087,8,nm0583826,writer,"book ""Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions""",\N
5801909,tt0780567,6,nm0004412,writer,written by,\N
5801910,tt0780567,7,nm0558533,writer,written by,\N
6023322,tt0811066,6,nm1330994,writer,\N,\N
6023323,tt0811066,7,nm2632735,writer,Dialogue,\N
6783028,tt0914376,5,nm1895871,writer,developed by,\N
6783029,tt0914376,6,nm1943168,writer,developed by,\N
9577325,tt10627720,6,nm10847687,writer,story,\N
14648693,tt1219342,6,nm0650089,writer,screenplay,\N
14648694,tt1219342,7,nm2145339,writer,screenplay,\N
14648695,tt1219342,8,nm0489691,writer,"novels ""Guardians of Ga'Hoole""",\N
15295198,tt12411074,5,nm1782844,writer,creator,\N
17440672,tt1315981,6,nm0410877,writer,novel,\N
17440673,tt1315981,7,nm3179694,writer,written for the screen by,\N
17809554,tt13318052,6,nm4395704,writer,\N,\N
20136681,tt14252964,5,nm2182068,writer,created by,\N
20136682,tt14252964,6,nm2099207,writer,created by,\N
22536046,tt1504320,6,nm0782436,writer,screenplay,\N
23214003,tt1528406,5,nm2539064,writer,creator,\N
23214006,tt1528406,6,nm0812228,writer,developed by,\N
23924303,tt1552211,6,nm2244980,writer,written by,\N
23924304,tt1552211,7,nm3559500,writer,based on the Radical Publishing graphic novel created by,\N
23924305,tt1552211,8,nm11515938,writer,based on the Radical Publishing graphic novel created by,\N
25093013,tt1613750,7,nm0803931,writer,written by,\N
25846760,tt1648186,6,nm1319618,writer,written by,\N
